MaxTemp,Temp3pm,Temp9am,Evaporation,Humidity9am,Sunshine,MinTemp,Humidity3pm,RainToday
32.0,31.3,25.7,6.4,57.0,10.5,21.6,43.0,0
24.6,20.2,20.0,6.2,60.0,1.2,17.4,65.0,0
21.7,19.0,14.7,0.6,99.0,6.8,13.2,70.0,1
19.5,18.4,16.2,5.0,73.0,6.1,14.5,55.0,0
26.9,25.0,18.1,9.4,60.0,11.2,10.3,37.0,0
14.7,13.8,10.4,2.4,92.0,1.9,3.2,60.0,1
17.6,16.1,11.1,3.4,81.0,6.3,9.0,60.0,1
17.9,17.1,9.8,4.0,83.0,7.1,5.9,42.0,0
36.6,33.2,25.8,7.6,73.0,4.0,21.5,30.0,0
26.8,23.3,23.2,8.6,53.0,9.9,15.9,58.0,0
33.3,30.7,27.1,6.0,81.0,8.4,24.7,65.0,0
19.9,18.6,11.2,2.0,88.0,8.3,9.5,52.0,0
15.9,15.0,15.1,4.0,82.0,0.3,12.1,87.0,0
29.5,26.5,22.3,3.6,32.0,5.6,16.3,21.0,0
23.7,22.8,20.6,7.4,51.0,11.4,12.7,43.0,0
28.7,26.9,25.0,11.4,53.0,10.3,20.3,48.0,0
21.9,21.5,19.2,3.0,73.0,8.5,16.4,68.0,0
33.2,31.5,27.1,5.4,65.0,10.1,23.0,45.0,0
32.2,30.7,27.2,6.4,70.0,10.8,23.2,51.0,0
25.3,24.3,23.0,5.0,71.0,9.4,20.5,69.0,1
27.6,25.7,18.1,2.8,96.0,9.1,15.8,61.0,0
14.1,12.1,10.7,0.8,92.0,5.8,9.1,92.0,0
22.0,20.9,10.3,1.6,68.0,4.7,4.4,33.0,0
32.6,31.3,30.8,6.0,71.0,10.2,24.8,74.0,0
26.2,25.5,16.0,6.6,38.0,5.3,12.1,21.0,0
17.9,17.2,11.2,1.2,86.0,6.8,7.4,45.0,0
11.2,10.7,9.9,1.2,100.0,0.0,9.4,100.0,0
22.0,21.3,20.2,0.2,91.0,6.7,17.5,85.0,1
20.3,19.4,14.6,4.8,55.0,5.4,10.0,35.0,0
21.9,20.8,14.6,7.0,40.0,10.2,9.7,28.0,0
20.5,20.1,11.9,3.0,71.0,10.6,7.5,40.0,0
18.4,17.7,9.6,5.6,47.0,10.7,-1.6,25.0,0
22.3,21.7,12.2,2.2,83.0,10.2,7.4,37.0,0
24.1,23.2,22.8,1.2,96.0,0.2,22.0,96.0,1
19.7,19.3,15.0,1.2,92.0,0.0,13.1,91.0,1
23.0,22.3,20.0,2.4,69.0,5.0,13.4,56.0,0
23.4,22.9,19.9,7.6,31.0,11.2,14.2,21.0,0
33.0,32.0,28.5,6.0,66.0,8.8,23.3,56.0,0
35.9,34.3,25.4,10.4,47.0,13.1,21.2,19.0,0
13.3,10.7,7.8,2.2,81.0,6.6,-3.3,53.0,0
38.0,35.0,23.8,7.2,41.0,3.4,19.2,17.0,0
8.9,8.3,4.5,0.2,89.0,0.1,1.9,78.0,1
16.6,16.1,7.6,2.6,82.0,10.1,1.8,33.0,0
18.2,16.7,16.8,8.4,41.0,10.0,15.9,23.0,0
28.5,27.5,23.5,4.6,72.0,8.5,20.4,50.0,0
17.5,16.0,10.7,3.0,63.0,10.3,6.3,43.0,0
26.9,26.5,18.2,6.0,43.0,5.9,11.8,26.0,0
17.3,16.4,13.4,3.4,51.0,8.9,8.3,39.0,0
32.1,30.4,29.8,6.6,71.0,6.8,25.6,68.0,0
21.8,21.2,17.7,1.2,77.0,6.5,16.1,56.0,1
14.1,13.7,9.1,2.2,90.0,0.0,8.5,88.0,1
16.1,14.5,13.3,2.4,80.0,2.4,10.1,49.0,1
30.2,29.8,26.0,4.6,37.0,13.5,18.9,29.0,1
30.4,28.5,26.8,5.6,74.0,8.0,23.0,66.0,0
15.4,14.6,6.2,3.8,45.0,10.5,-3.6,27.0,0
13.9,13.3,4.1,2.1,92.0,9.0,0.9,44.0,0
17.1,15.8,13.5,0.6,90.0,6.6,13.3,47.0,1
35.1,33.5,29.0,8.8,64.0,11.2,24.3,33.0,0
17.7,15.6,12.7,6.2,54.0,7.9,6.2,43.0,0
36.2,29.5,29.3,11.2,35.0,12.3,20.0,38.0,0
16.0,14.4,11.3,4.0,57.0,9.3,8.9,45.0,0
40.9,39.8,32.5,14.6,25.0,12.5,18.7,14.0,0
20.9,20.3,11.3,4.0,62.0,3.5,7.2,33.0,0
24.5,23.4,18.8,5.2,69.0,10.8,9.2,50.0,0
17.9,16.3,12.4,2.3,77.0,6.9,5.4,60.0,0
14.5,13.8,10.2,1.2,79.0,3.9,6.5,70.0,1
28.7,27.0,26.8,4.6,68.0,3.4,21.8,61.0,0
34.3,33.5,25.1,5.6,21.0,11.4,10.5,12.0,0
12.4,10.9,4.0,0.4,80.0,7.4,1.3,55.0,0
34.1,33.6,28.1,7.6,45.0,9.3,19.7,18.0,0
25.2,24.0,18.0,5.2,75.0,8.1,10.3,53.0,0
30.3,28.7,24.5,7.4,84.0,3.1,24.2,62.0,0
25.9,24.9,20.3,7.0,36.0,12.8,16.9,39.0,1
30.8,27.1,23.6,10.0,74.0,13.0,17.5,54.0,0
11.7,10.7,8.5,2.8,78.0,9.2,5.4,73.0,0
38.9,37.6,29.8,14.6,33.0,12.7,18.3,13.0,0
28.5,25.5,23.6,9.2,58.0,12.9,18.4,53.0,0
35.4,34.3,31.4,7.4,57.0,11.7,25.0,42.0,0
17.7,17.2,16.2,3.2,53.0,0.1,13.4,60.0,0
11.7,10.7,6.6,0.6,79.0,8.3,3.0,65.0,0
28.6,25.9,24.5,7.6,68.0,6.9,22.2,53.0,0
21.6,19.0,16.8,11.2,69.0,11.3,14.5,45.0,0
15.2,13.6,9.4,4.0,77.0,7.6,5.3,46.0,0
33.3,32.7,29.2,5.4,75.0,10.9,24.9,47.0,1
21.1,19.3,17.2,10.2,42.0,10.2,12.4,60.0,0
31.1,30.6,30.0,5.8,75.0,10.0,25.8,72.0,1
26.2,25.6,19.4,5.8,73.0,12.8,10.6,50.0,0
29.1,26.5,25.8,9.6,64.0,6.1,21.6,54.0,0
17.7,16.9,16.5,2.0,63.0,9.9,13.5,61.0,0
23.8,23.3,14.5,4.6,59.0,5.8,7.1,27.0,0
23.4,22.6,16.5,4.0,68.0,10.5,10.8,48.0,0
40.1,37.7,34.5,16.6,28.0,11.7,21.5,23.0,0
33.9,32.0,24.4,8.0,62.0,9.4,18.7,29.0,0
39.2,37.0,28.9,11.4,35.0,11.4,21.9,21.0,0
13.0,12.5,12.8,1.0,88.0,0.0,10.8,91.0,1
29.1,27.3,24.6,4.0,71.0,5.1,21.7,64.0,0
17.7,17.1,13.5,2.4,77.0,0.7,8.3,72.0,0
21.0,20.8,14.4,10.5,42.0,11.1,9.0,16.0,0
10.4,9.2,5.8,1.0,86.0,4.9,5.1,77.0,1
11.9,11.6,6.3,0.6,74.0,4.9,1.7,62.0,0
28.0,27.1,22.7,8.0,57.0,7.4,17.0,41.0,0
15.7,13.5,13.0,3.4,78.0,6.5,10.1,54.0,1
17.0,16.4,8.7,3.0,66.0,10.2,3.2,30.0,0
29.4,28.4,26.4,6.4,62.0,12.6,19.1,59.0,0
31.6,31.0,26.8,5.4,94.0,6.0,24.7,70.0,1
19.0,18.3,16.6,2.4,74.0,0.0,16.5,66.0,1
14.0,13.6,12.4,0.8,96.0,0.2,8.2,80.0,1
15.7,15.0,12.4,1.4,76.0,7.1,10.4,64.0,0
35.2,32.5,21.7,14.6,34.0,13.4,17.9,17.0,0
18.3,17.1,14.7,5.6,63.0,8.0,8.6,38.0,0
18.8,18.2,10.0,2.4,82.0,10.1,3.1,27.0,0
14.4,13.0,9.8,1.2,92.0,4.7,9.0,62.0,1
38.0,37.2,32.4,10.8,37.0,9.8,24.3,21.0,0
26.5,23.9,19.9,9.4,64.0,9.6,14.7,38.0,0
23.4,23.2,15.1,4.2,55.0,11.3,3.8,20.0,0
24.6,23.6,23.5,6.2,68.0,11.6,19.4,69.0,0
32.7,28.5,24.5,10.8,38.0,13.0,17.8,34.0,0
15.6,14.6,10.9,4.6,76.0,7.7,8.2,48.0,0
38.0,36.9,31.7,14.6,14.0,10.7,22.6,9.0,0
32.2,30.1,21.6,11.6,35.0,11.1,19.8,12.0,0
13.5,12.5,9.6,3.2,92.0,7.3,4.7,39.0,1
31.9,30.9,23.0,8.0,60.0,2.2,20.9,27.0,0
18.5,17.6,16.3,3.6,59.0,9.4,14.2,56.0,0
31.0,29.4,28.3,9.0,63.0,11.3,24.2,57.0,0
25.3,21.3,20.5,5.0,61.0,11.1,12.8,60.0,0
27.0,25.4,20.3,7.4,48.0,10.0,12.0,45.0,0
23.9,23.9,17.8,2.2,95.0,3.2,15.7,56.0,1
19.0,17.8,17.0,6.0,69.0,9.1,14.6,58.0,0
22.2,18.4,16.5,1.8,98.0,0.9,16.0,97.0,1
23.3,21.6,14.2,1.8,51.0,8.9,8.5,26.0,0
31.7,29.4,26.4,11.0,43.0,12.7,17.2,43.0,0
17.2,16.7,12.2,3.2,57.0,9.5,8.8,34.0,0
18.3,17.1,12.1,1.6,85.0,5.9,8.8,60.0,0
29.1,28.0,21.8,0.6,87.0,2.9,19.2,65.0,1
24.1,22.0,15.3,12.8,65.0,11.1,14.6,37.0,0
15.7,14.5,10.6,0.2,73.0,7.3,5.8,48.0,1
32.5,31.8,24.8,7.2,30.0,10.0,22.5,28.0,0
16.4,15.6,12.9,0.8,54.0,7.8,3.9,39.0,0
19.9,17.2,17.0,12.0,25.0,11.3,14.9,37.0,0
25.8,25.5,22.4,5.2,65.0,4.5,18.3,53.0,0
31.6,30.9,30.3,5.4,77.0,7.8,26.0,81.0,1
15.5,13.3,12.4,1.2,79.0,2.5,5.6,76.0,0
6.3,6.0,2.1,0.4,98.0,0.4,1.1,97.0,0
26.5,24.6,24.5,3.4,89.0,0.0,23.1,91.0,1
20.9,19.2,18.8,5.0,67.0,8.4,15.3,42.0,0
22.5,19.8,20.7,3.0,86.0,0.0,17.6,97.0,0
19.9,18.7,11.4,2.4,97.0,3.6,7.8,58.0,1
20.9,19.8,14.6,3.2,69.0,10.8,5.6,33.0,0
27.0,25.8,15.5,5.2,51.0,10.6,9.6,30.0,0
22.7,20.1,13.5,3.6,68.0,8.2,3.6,35.0,0
21.2,19.5,19.6,7.4,48.0,0.3,16.2,54.0,0
13.9,11.7,5.5,0.8,88.0,6.5,3.7,64.0,0
10.0,9.5,7.1,0.2,66.0,5.0,3.7,52.0,1
19.6,18.3,12.5,3.6,63.0,12.1,7.1,41.0,0
25.7,24.0,22.5,5.2,63.0,5.5,19.6,62.0,0
29.2,28.9,19.4,7.8,62.0,10.5,15.4,22.0,0
36.6,35.2,30.0,14.4,11.0,9.2,22.0,9.0,0
30.5,26.0,26.3,7.4,89.0,2.8,24.4,87.0,1
27.1,25.8,17.4,7.0,53.0,10.9,15.0,38.0,0
34.4,31.6,25.6,7.0,78.0,11.0,19.7,35.0,0
16.1,14.5,10.5,3.0,74.0,7.5,6.0,49.0,1
14.4,13.1,9.3,1.4,77.0,3.3,8.4,74.0,0
15.6,15.1,8.8,0.2,92.0,9.3,4.4,67.0,0
14.1,13.5,9.3,2.8,91.0,7.0,7.6,53.0,1
27.6,27.1,25.5,6.2,84.0,0.0,23.0,76.0,1
17.4,16.8,13.9,4.2,61.0,7.1,9.5,40.0,1
33.6,32.4,29.2,7.0,64.0,10.2,25.4,47.0,0
24.4,22.8,15.0,2.6,72.0,8.7,13.7,52.0,0
20.3,17.6,15.9,3.0,91.0,0.5,12.0,83.0,1
19.5,15.2,16.4,11.0,49.0,9.8,14.0,39.0,0
24.7,24.2,14.6,2.6,85.0,8.1,13.9,39.0,0
22.5,21.0,11.1,6.6,69.0,10.5,8.0,41.0,0
22.7,20.9,18.0,0.6,79.0,7.3,14.4,67.0,1
30.2,28.2,26.9,8.0,49.0,11.2,16.7,57.0,0
15.1,13.3,11.5,0.2,78.0,2.6,10.6,65.0,1
26.7,24.9,22.8,8.0,61.0,9.9,19.3,54.0,0
27.2,26.1,18.9,7.4,68.0,10.3,15.6,45.0,0
29.8,27.9,26.4,10.4,63.0,11.2,23.2,58.0,0
13.7,11.7,7.0,2.6,82.0,4.8,5.6,68.0,1
14.3,12.0,10.9,1.6,75.0,6.6,3.3,76.0,1
19.3,17.9,14.7,5.6,57.0,10.9,9.6,32.0,0
22.2,20.9,18.2,4.0,55.0,10.6,6.9,43.0,0
32.2,29.1,20.0,7.4,88.0,3.3,19.1,38.0,0
17.0,15.8,13.0,3.4,62.0,9.6,10.1,55.0,0
17.7,15.6,16.2,6.0,53.0,5.8,13.2,61.0,0
23.3,22.8,21.0,3.8,64.0,11.8,13.2,64.0,0
13.6,12.1,9.9,0.4,99.0,3.0,9.2,86.0,0
20.3,19.5,12.6,0.6,82.0,8.8,7.6,48.0,0
13.3,11.6,10.2,0.4,53.0,9.7,6.9,47.0,0
17.7,16.3,11.6,2.6,60.0,3.0,7.9,49.0,0
30.1,23.9,26.6,8.4,80.0,3.9,23.9,89.0,1
32.6,31.0,23.2,8.4,49.0,11.3,18.8,26.0,0
21.3,20.1,16.4,1.6,61.0,8.3,7.5,46.0,0
19.6,19.1,13.5,2.5,60.0,10.6,1.9,39.0,0
14.1,13.4,4.3,1.6,78.0,8.9,-2.4,45.0,0
19.8,19.1,13.3,2.2,84.0,5.4,10.0,63.0,0
24.4,23.1,19.6,6.4,69.0,10.0,11.8,46.0,0
30.8,27.5,27.6,9.4,54.0,3.6,22.8,65.0,0
30.9,28.7,22.6,9.6,34.0,10.7,13.1,20.0,0
34.4,33.0,23.5,11.8,57.0,12.7,20.3,34.0,0
22.6,21.8,13.8,3.6,60.0,9.8,7.4,45.0,0
28.1,27.5,26.1,7.6,70.0,12.4,22.9,66.0,0
26.1,23.9,22.0,9.6,59.0,6.8,19.6,56.0,1
26.0,25.6,22.8,5.8,86.0,0.1,22.4,67.0,0
28.4,27.8,19.6,4.0,56.0,10.6,9.6,28.0,0
29.4,28.9,11.7,5.0,96.0,10.0,8.4,36.0,0
20.5,19.0,17.2,2.6,56.0,4.0,13.8,51.0,1
33.2,32.0,26.9,3.4,80.0,6.8,25.9,43.0,0
14.2,13.3,9.7,1.4,96.0,4.8,5.9,60.0,1
30.7,28.3,28.1,11.8,54.0,11.7,23.5,53.0,0
29.4,27.7,24.3,2.8,87.0,5.5,23.0,72.0,1
10.1,8.5,6.9,2.4,56.0,7.8,6.1,52.0,1
28.1,27.5,25.8,2.6,86.0,7.7,23.9,79.0,0
31.7,31.4,27.5,7.2,81.0,8.6,24.6,63.0,1
28.3,25.4,24.3,3.0,59.0,10.4,17.6,55.0,0
28.5,26.5,23.1,5.8,65.0,5.8,19.1,55.0,0
16.0,15.1,11.3,0.7,59.0,7.1,6.3,46.0,0
27.4,26.2,24.9,8.2,49.0,10.0,19.2,45.0,0
16.6,15.5,7.8,2.0,66.0,8.6,2.9,35.0,0
16.9,16.3,8.0,2.4,65.0,7.2,6.7,37.0,0
17.4,15.6,13.7,5.0,63.0,9.2,12.8,58.0,1
38.1,36.4,26.4,11.6,29.0,9.7,21.0,14.0,0
25.4,24.3,22.8,3.4,69.0,2.5,21.1,57.0,1
14.9,13.8,13.7,1.2,100.0,0.0,12.8,84.0,1
28.5,28.2,20.4,1.8,93.0,11.8,16.6,51.0,1
18.0,17.6,16.5,1.2,76.0,0.0,16.0,81.0,0
30.7,29.2,27.6,9.8,61.0,11.7,23.6,65.0,0
21.8,20.8,16.7,7.0,71.0,2.5,12.2,51.0,0
31.1,30.6,18.7,4.6,69.0,9.2,10.4,25.0,0
25.7,24.8,17.2,7.8,59.0,11.3,9.0,28.0,0
32.8,32.0,28.3,12.0,82.0,3.3,22.9,65.0,1
28.0,27.2,18.4,6.4,60.0,11.0,14.8,45.0,0
27.1,26.1,13.8,9.2,42.0,11.5,6.2,15.0,0
22.6,21.3,15.0,2.8,77.0,0.1,12.5,47.0,0
25.7,24.4,20.6,3.6,80.0,5.6,18.7,59.0,0
24.1,22.7,18.3,7.8,21.0,10.7,10.4,41.0,0
30.1,28.7,27.3,4.4,66.0,10.7,21.4,49.0,1
17.7,16.0,12.6,11.6,89.0,4.0,12.4,65.0,0
22.1,22.0,20.6,13.8,96.0,0.0,20.3,92.0,1
15.9,15.7,5.8,1.2,95.0,8.9,3.4,55.0,0
23.2,21.6,21.0,3.2,72.0,4.4,15.5,68.0,0
20.2,19.7,12.3,2.8,67.0,9.1,7.4,43.0,0
13.2,12.9,10.0,1.6,79.0,6.1,6.6,72.0,1
13.0,11.0,10.6,5.2,56.0,2.9,8.5,65.0,0
28.9,28.0,21.7,7.8,36.0,10.4,15.9,18.0,0
13.3,9.6,9.7,1.8,86.0,0.9,8.8,89.0,1
31.3,26.2,24.1,4.2,48.0,8.7,17.8,46.0,0
18.6,17.4,16.8,4.0,62.0,2.3,15.6,61.0,0
15.8,12.0,9.5,0.6,86.0,3.6,7.2,84.0,0
21.4,20.0,15.4,11.6,61.0,0.8,14.1,48.0,0
22.2,18.2,14.7,5.4,50.0,9.7,9.2,33.0,0
17.4,16.9,12.2,4.2,76.0,5.1,9.4,58.0,1
18.5,18.2,11.8,4.0,79.0,0.9,9.7,47.0,0
26.6,25.5,24.1,6.8,58.0,11.8,16.9,54.0,0
27.8,25.8,24.5,6.8,61.0,7.7,19.0,55.0,0
19.2,19.1,9.6,3.0,82.0,9.7,3.1,41.0,0
26.9,26.7,25.0,1.4,84.0,8.6,23.3,78.0,1
19.0,18.6,8.7,3.6,89.0,6.1,1.2,63.0,0
15.6,13.6,9.3,1.6,72.0,6.0,7.2,60.0,1
22.4,21.7,13.3,2.0,81.0,3.8,11.6,44.0,0
13.5,12.6,12.0,2.6,99.0,0.0,7.9,91.0,1
27.6,26.0,17.6,5.8,49.0,10.4,13.1,20.0,0
32.8,31.3,27.6,6.0,69.0,10.9,19.8,38.0,0
32.9,31.6,30.2,10.4,64.0,11.6,25.3,59.0,0
21.5,20.5,15.9,0.8,90.0,8.2,10.5,70.0,0
23.5,21.8,17.9,7.0,67.0,10.2,12.2,49.0,0
16.5,15.7,8.9,3.6,78.0,10.4,-0.7,38.0,0
41.7,40.6,27.2,9.8,39.0,10.0,17.7,13.0,0
13.2,9.2,9.7,1.8,67.0,3.5,4.8,58.0,0
29.0,28.0,20.2,6.8,31.0,10.8,16.4,19.0,0
23.5,21.9,15.2,11.2,43.0,13.5,6.1,31.0,0
19.6,18.9,18.0,6.0,55.0,9.0,14.8,46.0,0
28.5,23.9,25.9,1.4,75.0,4.5,21.0,91.0,0
32.6,32.1,17.9,6.2,69.0,10.4,13.8,27.0,0
14.1,13.2,2.8,1.4,94.0,4.1,-1.0,55.0,0
31.2,26.4,20.2,14.2,67.0,11.3,19.2,46.0,1
19.6,18.5,15.7,4.8,54.0,4.1,12.4,50.0,0
33.9,31.4,21.2,10.8,52.0,11.7,15.5,19.0,0
24.3,23.9,16.3,3.4,56.0,10.6,8.5,30.0,0
23.0,21.3,20.7,14.6,57.0,8.0,16.4,56.0,1
41.0,37.6,33.6,11.2,19.0,8.4,24.2,15.0,0
16.7,13.9,11.2,4.2,81.0,5.9,6.2,80.0,1
27.4,25.3,23.1,4.0,56.0,10.9,16.1,48.0,0
13.1,12.7,8.1,2.8,70.0,8.6,4.3,36.0,0
16.5,12.4,9.8,2.4,71.0,6.7,5.2,85.0,1
36.7,35.0,19.9,16.6,51.0,13.2,14.0,11.0,0
29.4,28.1,23.9,4.8,93.0,2.0,23.5,74.0,1
32.3,30.6,25.3,5.0,56.0,8.8,21.6,47.0,0
23.7,22.3,16.4,6.8,65.0,12.1,9.4,50.0,0
29.4,28.9,19.9,5.0,42.0,10.8,10.9,18.0,0
18.1,17.4,12.6,1.6,74.0,9.5,4.3,48.0,0
20.0,18.4,15.7,5.0,66.0,12.7,10.4,65.0,0
28.3,23.6,24.5,5.4,63.0,7.0,18.9,70.0,0
18.8,17.9,15.4,3.0,56.0,8.5,12.6,50.0,0
24.4,23.7,15.8,3.0,51.0,0.8,11.3,77.0,0
24.9,22.3,23.3,5.8,46.0,11.6,16.3,43.0,0
21.8,20.8,11.7,1.6,77.0,5.8,7.1,45.0,0
29.0,27.8,21.1,6.4,69.0,8.5,17.9,44.0,1
29.2,27.1,18.8,4.2,72.0,11.9,13.1,34.0,0
21.3,19.7,19.3,3.8,87.0,0.2,16.7,80.0,1
13.7,12.9,2.1,1.0,99.0,9.0,0.4,58.0,1
21.2,20.7,16.0,5.2,53.0,7.8,10.8,38.0,0
16.0,13.1,12.3,5.6,64.0,5.9,10.9,49.0,0
13.2,12.6,9.8,1.8,60.0,4.5,7.3,69.0,0
15.9,13.3,10.9,4.6,54.0,5.3,5.7,49.0,0
28.6,23.1,25.2,4.8,28.0,9.8,20.4,56.0,0
29.2,27.3,21.7,3.2,59.0,5.7,12.8,38.0,0
14.1,12.9,10.4,3.2,80.0,4.7,9.3,59.0,1
32.2,31.5,27.6,4.6,81.0,4.0,24.9,58.0,1
30.5,30.1,20.6,10.6,52.0,8.1,19.3,25.0,0
17.5,16.9,11.7,4.0,57.0,7.2,4.9,34.0,0
38.7,37.6,23.7,5.8,77.0,10.4,17.0,12.0,0
29.2,28.3,13.3,4.2,99.0,10.5,11.8,30.0,0
35.4,33.6,28.8,7.8,46.0,12.1,21.0,23.0,0
24.5,23.1,17.4,11.4,36.0,6.9,14.0,31.0,0
23.1,22.3,21.6,3.2,66.0,6.5,16.0,61.0,0
32.5,30.9,24.1,10.6,30.0,11.2,16.5,21.0,0
27.8,25.6,22.4,4.2,45.0,11.2,20.5,39.0,1
21.2,16.3,15.1,4.2,84.0,2.9,14.3,100.0,0
19.7,17.7,11.1,4.0,73.0,5.4,7.8,45.0,1
22.9,21.2,16.8,6.4,73.0,8.9,14.3,48.0,0
21.9,20.1,12.6,7.4,55.0,11.6,9.0,26.0,0
11.3,10.0,9.8,0.2,86.0,0.4,5.9,88.0,1
14.6,12.4,12.7,6.0,71.0,6.3,10.5,84.0,0
12.8,11.8,8.3,1.2,84.0,2.0,6.6,65.0,1
15.2,14.7,14.0,1.8,86.0,3.2,10.6,83.0,1
19.1,18.6,9.5,1.6,69.0,10.1,4.1,30.0,0
30.7,28.6,22.7,12.0,16.0,11.8,15.3,12.0,0
33.8,32.3,22.8,14.4,57.0,13.7,12.5,12.0,0
25.3,24.8,19.3,5.8,34.0,10.4,9.5,19.0,0
31.0,27.8,27.9,7.6,78.0,6.1,23.4,79.0,1
27.2,24.7,23.8,5.6,63.0,8.9,21.6,64.0,0
27.0,26.3,17.3,3.8,80.0,7.1,14.1,50.0,0
20.4,19.6,14.8,3.4,76.0,2.7,12.0,54.0,0
26.9,23.6,24.3,7.2,96.0,0.2,24.1,98.0,1
26.6,24.9,17.2,4.8,83.0,12.7,12.7,53.0,0
13.0,12.4,4.0,1.0,82.0,5.5,-0.2,65.0,0
27.1,25.5,17.6,7.0,29.0,11.2,14.0,22.0,0
20.6,19.6,13.1,3.2,100.0,7.5,11.1,52.0,0
32.4,26.8,28.1,4.2,75.0,7.6,24.5,94.0,0
35.5,34.9,28.8,7.8,21.0,10.8,16.0,13.0,0
26.4,24.5,21.3,2.4,81.0,2.1,19.7,66.0,0
27.4,26.2,21.2,4.6,81.0,10.0,13.5,31.0,1
17.1,15.1,11.8,1.6,83.0,7.0,7.1,71.0,0
28.4,22.3,14.5,2.8,83.0,5.6,12.2,48.0,0
15.0,14.5,12.4,3.6,53.0,4.6,10.0,56.0,0
17.3,16.9,9.1,1.6,66.0,9.6,3.1,31.0,0
13.4,12.5,11.3,0.6,66.0,0.9,10.2,67.0,1
16.1,15.5,7.8,4.0,74.0,7.2,2.9,33.0,0
20.3,19.9,12.9,1.8,72.0,9.1,7.7,60.0,0
31.7,30.6,18.2,6.0,48.0,11.3,13.5,18.0,0
16.9,16.0,9.5,2.6,78.0,5.9,6.4,51.0,0
13.2,12.3,8.4,1.4,82.0,0.4,3.5,77.0,0
26.9,25.6,22.3,4.8,65.0,9.1,13.8,52.0,0
23.3,22.5,21.3,4.4,76.0,6.3,19.5,70.0,0
33.7,31.8,28.2,6.0,84.0,8.7,26.2,50.0,0
19.3,19.3,13.9,3.8,92.0,5.6,13.4,57.0,1
14.4,13.6,10.9,3.2,84.0,5.8,5.4,71.0,0
19.5,19.1,12.4,4.8,53.0,10.2,5.2,28.0,0
22.0,21.5,17.0,4.8,77.0,9.0,15.7,37.0,1
17.2,16.0,13.3,4.0,66.0,5.5,11.4,37.0,0
25.0,23.5,13.1,3.0,57.0,8.3,8.1,32.0,0
23.7,21.6,14.6,4.8,65.0,10.5,9.2,47.0,0
23.1,22.9,13.5,2.4,83.0,5.4,8.2,45.0,0
15.4,13.8,14.6,8.6,65.0,7.3,13.0,88.0,1
34.0,33.4,31.3,7.6,78.0,9.0,29.1,71.0,0
32.0,31.6,29.4,5.2,75.0,7.8,23.6,65.0,1
27.4,25.0,22.1,6.0,74.0,4.9,18.7,64.0,0
16.3,15.8,8.9,2.6,75.0,8.6,4.3,38.0,0
19.8,18.5,17.5,8.8,85.0,9.8,15.1,67.0,0
18.9,18.0,15.1,5.6,52.0,2.0,14.4,50.0,0
29.3,25.9,21.0,9.4,58.0,12.7,14.4,47.0,0
22.3,21.4,18.3,3.8,61.0,10.6,12.4,60.0,0
19.8,18.6,14.8,5.4,72.0,1.0,13.8,54.0,0
33.5,32.3,22.5,9.2,55.0,12.3,19.9,22.0,0
23.9,22.6,17.0,4.8,60.0,11.0,12.8,34.0,0
38.8,36.7,31.0,14.8,31.0,11.8,21.8,16.0,0
31.9,31.2,29.2,8.2,71.0,7.5,26.1,63.0,1
20.9,17.2,16.5,2.8,87.0,0.4,15.0,91.0,1
28.1,27.5,17.7,5.0,82.0,12.0,9.1,26.0,0
